date,track_id,track_popularity
2023-12-28,0KoyjCxiRYc7Q7Gq6fcxUl,6
2023-12-28,0Kq6RzOqkHxnfiA9OGqReU,53
2023-12-28,0KqHJXm4Z42fELkW83ZW0r,48
2023-12-28,0KrpQV54e8de4GKr71rrtY,45
2023-12-28,0kRs73X3l3FMgyCsi5aeOd,10
2023-12-28,0kSCJvyw60zHH58iG1cLXD,37
2023-12-28,0kSDNLOdJqpGhV2vtVFWmS,47
2023-12-28,0kUW5glgX2mklMi5adCU6B,2
2023-12-28,0kWQtfnhCtfqFntCdQo9hR,20
2023-12-28,0L0x35hQnmCLtHeSGQlEZj,50
2023-12-28,0L33UoJ1F9neR7NaF5UbOR,9
2023-12-28,0l3jBCAEdeLR9OgQqES9CI,44
2023-12-28,0l49BLiXUhHD2A92ONuQ7k,37
2023-12-28,0l5orJ4UauYhiq0pitl889,42
2023-12-28,0l91dd2WNjwpEv4FQF4mGq,39
2023-12-28,0lBO2VOhlNNx879Fjd9XY3,56
2023-12-28,0leY6ur6hdIl5eOyPNa3X9,16
2023-12-28,0lFnN31Rw1x5Mx1kojwQQY,54
2023-12-28,0LGNCDBI88WlGMuo1w6zgS,46
2023-12-28,0LhHrxU5w6b4xCGJQI5SID,17
2023-12-28,0LHzMr7yhO9bqMQJPNNdSa,20
2023-12-28,0limokbfqb60BMM7c7Z2HE,32
2023-12-28,0lMzQGtTDGH6Vin25HEZze,4
2023-12-28,0LO3rlymzfCmnN6s7Z0sgC,6
2023-12-28,0LP2TRYiYtwpV9qbvedm3Y,46
2023-12-28,0LPaONRrn3ite8IiVlC7mu,20
2023-12-28,0Lquf1mT5AdDghneA1HqNm,33
2023-12-28,0LrwgdLsFaWh9VXIjBRe8t,70
2023-12-28,0lsDWRFJFo9uOdi92dm75a,4
2023-12-28,0lWHA93ERijP8zhqbyoJXg,24
2023-12-28,0lWmYkUT12Nv9AD8EiKGPt,40
2023-12-28,0Lx2UASwFBWFSzPKBq3d40,48
2023-12-28,0LxjRmEpVDxWSz1gCxO89s,5
2023-12-28,0M20QgasBjsz0XLgkkOo0C,26
2023-12-28,0M3e2wBDfH3RzevgaMogs3,28
2023-12-28,0M6vos05NLHRUb32LKd1vg,19
2023-12-28,0MA6hkE7OCeCmG7VtooKyH,30
